ID	MAPRESOURCE	MOVE_MODEL	MATRIX	event	script	msg	encount	maptype	bicycle	dash	escape	fly	BGM_DAY	BGM_NIGHT	WEATHER	CAMERA	BATTLE_BG	PLACE_NAME	備考
R222R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R222	3/4追加　民家１（つりおやじ）
R222R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R222	3/4追加　民家２（おおきさくらべ）
R222R0301	AREA_ID_ROOM12	MMLID_NOENTRY	GATE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R222	3/4追加　R222←→c8ゲート
R224	AREA_ID_AREA08	MMLID_AREA11	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_F_D	SEQ_ROAD_F_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R224	R224道路
R225	AREA_ID_AREA12	MMLID_AREA12	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_TOWN06_D	SEQ_TOWN06_N	SUNNY	0	BG_ID_MOUNTAIN	MAPNAME_R225	R225道路
R226A	AREA_ID_AREA12	MMLID_AREA12	SINOU	×	×	×	×	MAPTYPE_ROAD	○	○	×	×	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	0	BG_ID_FOREST	MAPNAME_NOTHING	あとで設定してください
R226B	AREA_ID_AREA12	MMLID_AREA12	SINOU	×	×	×	×	MAPTYPE_ROAD	○	○	×	×	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	0	BG_ID_FOREST	MAPNAME_NOTHING	あとで設定してください
R227	AREA_ID_AREA12	MMLID_AREA12	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_TOWN06_D	SEQ_TOWN06_N	VOLCANO	0	BG_ID_MOUNTAIN	MAPNAME_R227	R227道路
R227A	AREA_ID_AREA12	MMLID_AREA12	SINOU	×	×	×	×	MAPTYPE_ROAD	○	○	×	×	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	0	BG_ID_FOREST	MAPNAME_NOTHING	あとで設定してください
R227B	AREA_ID_AREA12	MMLID_AREA12	SINOU	×	×	×	×	MAPTYPE_ROAD	○	○	×	×	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	0	BG_ID_FOREST	MAPNAME_NOTHING	あとで設定してください
R228	AREA_ID_AREA14	MMLID_AREA14	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_BZA_D	SEQ_ROAD_BZA_N	SANDSTORM	0	BG_ID_MOUNTAIN	MAPNAME_R228	R228道路
R229	AREA_ID_AREA14	MMLID_AREA14	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_BZA_D	SEQ_ROAD_BZA_N	SUNNY	0	BG_ID_FOREST	MAPNAME_R229	R229道路
R230	AREA_ID_AREA14	MMLID_AREA14	SINOU	×	×	×	×	MAPTYPE_ROAD	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_FOREST	MAPNAME_NOTHING	R230道路
R232	AREA_ID_AREA14	MMLID_AREA14	SINOU	×	×	×	×	MAPTYPE_ROAD	○	○	×	×	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	0	BG_ID_FOREST	MAPNAME_NOTHING	あとで設定してください
RECORD	AREA_ID_UNIONROOM	MMLID_UNIONROOM	PC04	×	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_NOTHING	ユニオンルーム
T01	AREA_ID_AREA01	MMLID_AREA01	SINOU	○	○	○	○	MAPTYPE_TOWN	○	○	×	○	SEQ_TOWN01_D	SEQ_TOWN01_N	SUNNY	0	BG_ID_CITY	MAPNAME_T1HUTABA	フタバタウン
T01R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HHOUSE0101	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN01_D	SEQ_TOWN01_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T1HUTABA	フタバ：ライバルの家＿１Ｆ
T01R0102	AREA_ID_ROOM01	MMLID_NOENTRY	HHOUSE0102	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN01_D	SEQ_TOWN01_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T1HUTABA	フタバ：ライバルの家＿２Ｆ
T01R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HHOUSE0201	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN01_D	SEQ_TOWN01_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T1HUTABA	フタバ：主人公の家＿１Ｆ
T01R0202	AREA_ID_ROOM01	MMLID_NOENTRY	HHOUSE0202	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN01_D	SEQ_TOWN01_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T1HUTABA	フタバ：主人公の家＿２Ｆ
T01R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN01_D	SEQ_TOWN01_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T1HUTABA	フタバ：民家１
T01R0401	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN01_D	SEQ_TOWN01_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T1HUTABA	フタバ：民家２
T02	AREA_ID_AREA01	MMLID_AREA01	SINOU	○	○	○	×	MAPTYPE_TOWN	○	○	×	○	SEQ_TOWN02_D	SEQ_TOWN02_N	SUNNY	0	BG_ID_CITY	MAPNAME_T2MASAGO	マサゴタウン
T02FS0101	AREA_ID_ROOM03	MMLID_NOENTRY	FS01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T2MASAGO	マサゴ：フレンドリィショップ
T02PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T2MASAGO	マサゴ：ポケモンセンター＿１Ｆ
T02PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T2MASAGO	マサゴ：ポケモンセンター＿２Ｆ
T02R0101	AREA_ID_ROOM01	MMLID_NOENTRY	LABO01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_KENKYUJO	SEQ_KENKYUJO	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T2MASAGO	マサゴ：ポケモン研究所
T02R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HHOUSE0301	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN02_D	SEQ_TOWN02_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T2MASAGO	マサゴ：サポートの家＿１Ｆ
T02R0202	AREA_ID_ROOM01	MMLID_NOENTRY	HHOUSE0302	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN02_D	SEQ_TOWN02_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T2MASAGO	マサゴ：サポートの家＿２Ｆ
T02R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN02_D	SEQ_TOWN02_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T2MASAGO	マサゴ：民家１
T03	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	×	MAPTYPE_TOWN	○	○	×	○	SEQ_TOWN03_D	SEQ_TOWN03_N	SUNNY	0	BG_ID_CITY	MAPNAME_T3SONOO	ソノオタウン
T03FS0101	AREA_ID_ROOM03	MMLID_NOENTRY	FS01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T3SONOO	ソノオ：フレンドリィショップ
T03PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T3SONOO	ソノオ：ポケモンセンター＿１Ｆ
T03PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T3SONOO	ソノオ：ポケモンセンター＿２Ｆ
T03R0101	AREA_ID_ROOM03	MMLID_NOENTRY	FHOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN03_D	SEQ_TOWN03_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T3FLOWER	ソノオ：花屋
T03R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN03_D	SEQ_TOWN03_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T3SONOO	ソノオ：民家１＿
T03R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN03_D	SEQ_TOWN03_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T3SONOO	ソノオ：民家２
T04	AREA_ID_AREA05	MMLID_AREA05	SINOU	○	○	○	×	MAPTYPE_TOWN	○	○	×	○	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	0	BG_ID_CITY	MAPNAME_T4ZUI	ズイタウン
T04FS0101	AREA_ID_ROOM03	MMLID_NOENTRY	FS01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T4ZUI	フレンドリィショップ
T04PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T4ZUI	ポケモンセンター＿１Ｆ
T04PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T4ZUI	ポケモンセンター＿２Ｆ
T04R0101	AREA_ID_ROOM03	MMLID_NOENTRY	GROW01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T4SODATEYA	2/2追加　育て屋・助け屋
T04R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T4ZUI	3/3追加　民家１
T04R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE05	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T4ZUI	3/3追加　民家２
T04R0401	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T4ZUI	3/3追加　民家３
T04R0501	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T4ZUI	3/3追加　民家４
T05	AREA_ID_AREA05	MMLID_AREA05	SINOU	○	○	○	○	MAPTYPE_TOWN	○	○	×	○	SEQ_CITY04_D	SEQ_CITY04_N	SUNNY	0	BG_ID_CITY	MAPNAME_T5KANNAGI	カンナギタウン
T05PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T5KANNAGI	ポケモンセンター＿１Ｆ
T05PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T5KANNAGI	ポケモンセンター＿２Ｆ
T05R0101	AREA_ID_ROOM01	MMLID_NOENTRY	WISE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY04_D	SEQ_CITY04_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T5KANNAGI	カンナギ長老の家
T05R0201	AREA_ID_ROOM01	MMLID_NOENTRY	ITEM01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY04_D	SEQ_CITY04_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T5KANNAGI	民家１（どうぐや）
T05R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY04_D	SEQ_CITY04_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T5KANNAGI	民家２
T05R0401	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY04_D	SEQ_CITY04_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T5KANNAGI	民家３
T05R0501	AREA_ID_DUNGEON04	MMLID_NOENTRY	SHRINE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY04_D	SEQ_CITY04_N	SUNNY	0	BG_ID_ROOM_A	MAPNAME_T5KANNAGI	祠
T06	AREA_ID_AREA12	MMLID_AREA12	SINOU	○	○	○	×	MAPTYPE_TOWN	○	○	×	○	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	0	BG_ID_MOUNTAIN	MAPNAME_T6EREA	カラフトタウン１
T06FS0101	AREA_ID_ROOM03	MMLID_NOENTRY	FS01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T6EREA	フレンドリィショップ
T06PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T6EREA	ポケモンセンター＿１Ｆ
T06PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T6EREA	ポケモンセンター＿２Ｆ
T06R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T6EREA	民家１
T06R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T6EREA	民家２
T06R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T6EREA	民家３
T07	AREA_ID_AREA14	MMLID_AREA14	SINOU	○	○	○	○	MAPTYPE_TOWN	○	○	×	○	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	0	BG_ID_CITY	MAPNAME_T7EREA	カラフトタウン２
T07FS0101	AREA_ID_ROOM03	MMLID_NOENTRY	FS01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T7EREA	フレンドリィショップ
T07PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T7EREA	ポケモンセンター＿１Ｆ
T07PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T7EREA	ポケモンセンター＿２Ｆ
T07R0101	AREA_ID_ROOM19	MMLID_NOENTRY	MROOM01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_T7EREA	会員制の建物１Ｆ
T07R0102	AREA_ID_ROOM19	MMLID_NOENTRY	MROOM02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_T7EREA	会員制の建物２Ｆ
T07R0103	AREA_ID_ROOM02	MMLID_NOENTRY	EV01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_T7EREA	会員制の建物ＥＶ
T07R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T7EREA	民家１
T07R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T7EREA	民家２
UNION	AREA_ID_UNIONROOM	MMLID_UNIONROOM	PC05	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	0	BG_ID_ROOM_A	MAPNAME_NOTHING	ユニオンルーム
W220	AREA_ID_AREA01	MMLID_AREA01	SINOU	○	×	×	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	0	BG_ID_SEA	MAPNAME_W220	220番水道
W223	AREA_ID_AREA08	MMLID_AREA08	SINOU	○	×	×	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_F_D	SEQ_ROAD_F_N	SUNNY	11	BG_ID_SEA	MAPNAME_W223	223番水道
W226	AREA_ID_AREA12	MMLID_AREA12	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_TOWN06_D	SEQ_TOWN06_N	SUNNY	0	BG_ID_MOUNTAIN	MAPNAME_W226	226番水道
W229	AREA_ID_AREA14	MMLID_AREA14	SINOU	×	×	×	×	MAPTYPE_ROAD	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_FOREST	MAPNAME_NOTHING	あとで設定してください
W230	AREA_ID_AREA14	MMLID_AREA14	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_BZA_D	SEQ_ROAD_BZA_N	SUNNY	0	BG_ID_SEA	MAPNAME_W230	230番水道
W231	AREA_ID_AREA08	MMLID_AREA14	SINOU	○	×	×	×	MAPTYPE_ROAD	○	○	×	○	SEQ_TOWN03_D	SEQ_TOWN03_N	SUNNY	0	BG_ID_SEA	MAPNAME_W231	うみわれのみち
W233	AREA_ID_AREA14	MMLID_AREA14	SINOU	×	×	×	×	MAPTYPE_ROAD	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_SEA	MAPNAME_NOTHING	233番水道
c01PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C1KOTOBUKI	ポケモンセンター＿B1F
c02PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C2MIO	ポケモンセンター＿B1F
C03PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C3KUROGANE	ポケモンセンター＿B1F
C04PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C4HAKUTAI	ポケモンセンター＿B1F
C05PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	ポケモンセンター＿B1F
C06PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	ポケモンセンター＿B1F
C07PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C7TOBARI	ポケモンセンター＿B1F
C08PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8NAGISA	ポケモンセンター＿B1F
C09PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C9KISSAKI	ポケモンセンター＿B1F
C10PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C10RIGU	ポケモンセンター＿B1F
C11PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	ポケモンセンター＿B1F
T02PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T2MASAGO	ポケモンセンター＿B1F
T03PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T3SONOO	ポケモンセンター＿B1F
T04PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T4ZUI	ポケモンセンター＿B1F
T05PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T5KANNAGI	ポケモンセンター＿B1F
T06PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T6EREA	ポケモンセンター＿B1F
T07PC0103	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_T7EREA	ポケモンセンター＿B1F
C02R0601	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY02_D	SEQ_CITY02_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C2MIO	ミオ民家４(インタビュアー）
R210AR0101	AREA_ID_ROOM16	MMLID_NOENTRY	TROOM01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_F_D	SEQ_ROAD_F_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_R210KISSATEN	R210a喫茶店
D31R0207	AREA_ID_ROOM14	MMLID_NOENTRY	TOWER04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BF_TOWWER	SEQ_BF_TOWWER	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D31TOWER	タワーバトルサロン
D26R0107	AREA_ID_DUNGEON16	MMLID_NOENTRY	DUN2607	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_THE_EVENT04	SEQ_THE_EVENT04	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D26AZITO	ギンガだんアジト　レイアイハイの部屋
C10R0114	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C10RIGU	リーグ専用　ＰＣ２ＦＩＤ
C10R0115	AREA_ID_ROOM02	MMLID_NOENTRY	PC07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C10RIGU	リーグ専用　ＰＣＢ１ＩＤ
D26R0108	AREA_ID_DUNGEON16	MMLID_NOENTRY	DUN2608	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_THE_EVENT04	SEQ_THE_EVENT04	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D26AZITO	ギンガだんアジト　レイアイハイの部屋への通路
R225R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN06_D	SEQ_TOWN06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R225	R225民家
